address,auction_result,base_price_eur,codice,final_offer_eur,lot_id,source_pdf,winner
LEGNANO VIA PADRE SECCHI '135 A,ASTA DESERTA,79695.0,70000010,0.0,020/22,esito-17febbraio2022.pdf,
LEGNANO VIA PADRE SECCHI '135 B,AGGIUDICATA,65142.0,70000013,66000.0,021/22,esito-17febbraio2022.pdf,A.Z.-.M.A.A.
PADERNO DUGNANO VIA AURORA '12 A,AGGIUDICATA,84875.0,70410008,0.0,022/22,esito-17febbraio2022.pdf,A.N.
PADERNO DUGNANO VIA AURORA '12 B,AGGIUDICATA,124250.0,70410013,125250.0,023/22,esito-17febbraio2022.pdf,A.A.G.F.
PADERNO DUGNANO VIA AURORA '12 C,AGGIUDICATA,101500.0,70410034,0.0,024/22,esito-17febbraio2022.pdf,A.N.
MILANO VIA RAFFAELLO GIOLLI '25,AGGIUDICATA,186200.0,70590598,322000.0,025/22,esito-17febbraio2022.pdf,W.Q.
MILANO VIA CARLO MARX '4,AGGIUDICATA,154318.0,70670315,197911.92,026/22,esito-17febbraio2022.pdf,H.G.F.
70672391 MILANO VIA BENJAMIN CONSTANT '2,AGGIUDICATA,128744.0,70670391,170000.0,027/22,esito-17febbraio2022.pdf,H.M.
MILANO VIA CARLO MARX '26,AGGIUDICATA,131936.0,70670764,154000.0,028/22,esito-17febbraio2022.pdf,Y.G.
70672799 MILANO VIA FELICITE' ROBERT LAMENNAIS '13,AGGIUDICATA,158194.0,70670799,201000.0,029/22,esito-17febbraio2022.pdf,W.S.
71025336 MILANO VIA CAMILLO GIUSSANI '22,AGGIUDICATA,150366.0,71020336,201100.0,030/22,esito-17febbraio2022.pdf,P.S.
71025660 MILANO VIA PATERNO' '14,AGGIUDICATA,129048.0,71020860,201100.0,031/22,esito-17febbraio2022.pdf,H.M.H.N.
SAN DONATO MILANE VIA FELICE MARITANO '10.B,AGGIUDICATA,146858.0,71220079,161800.0,032/22,esito-17febbraio2022.pdf,G.R.
MILANO VIA SAN GIUSTO '37,AGGIUDICATA,83200.0,92790050,131109.0,033/22,esito-17febbraio2022.pdf,S.C.B.
CERRO MAGGIORE VIA FELICE GAIO '14,ASTA DESERTA,46655.0,94640101,0.0,034/22,esito-17febbraio2022.pdf,
MILANO VIA URUGUAY '32,AGGIUDICATA,108360.0,99350149,183000.0,035/22,esito-17febbraio2022.pdf,S.H.D.H.
MILANO VIALE TIBALDI '70,AGGIUDICATA,129168.0,00250147,287000.0,218/21,esito-18novembre2021.pdf,F.L.
MILANO VIA MARIOTTO ALBERTINELLI '9 A,AGGIUDICATA,46410.0,00342125,149700.0,219/21,esito-18novembre2021.pdf,M.A.D.
MILANO VIA MARIOTTO ALBERTINELLI '9 B,AGGIUDICATA,44090.0,00342136,116000.0,220/21,esito-18novembre2021.pdf,D.R.F.
MILANO VIA ILLIRICO '3 A,AGGIUDICATA,69160.0,00410547,192680.0,221/21,esito-18novembre2021.pdf,P.A.
MILANO VIA ILLIRICO '3 B,AGGIUDICATA,67830.0,00410580,171216.0,222/21,esito-18novembre2021.pdf,C.A.
MILANO VIA LORENTEGGIO '201,AGGIUDICATA,65000.0,00433757,135000.0,223/21,esito-18novembre2021.pdf,S.E.S.T.
MILANO VIA MAC MAHON '119,AGGIUDICATA,66000.0,00440190,110000.0,224/21,esito-18novembre2021.pdf,Z.J.
MILANO VIA CHIARI '5,AGGIUDICATA,115875.0,00460259,170000.0,225/21,esito-18novembre2021.pdf,E.G.M.R.
MILANO VIA JACOPINO DA TRADATE '13,AGGIUDICATA,72000.0,00460799,141500.0,226/21,esito-18novembre2021.pdf,E.K.
MILANO VIA CONSOLE MARCELLO '36,AGGIUDICATA,64125.0,00540022,101688.0,227/21,esito-18novembre2021.pdf,Z.B.
MILANO VIA ORESTE SALOMONE '91,AGGIUDICATA,98384.0,00551184,173000.0,228/21,esito-18novembre2021.pdf,L.X.
MILANO VIA LUIGI SORDELLO '10,AGGIUDICATA,64064.0,00551934,120550.0,229/21,esito-18novembre2021.pdf,Z.F.
MILANO VIA ROMUALDO BONFADINI '94,AGGIUDICATA,89232.0,00553263,139200.0,230/21,esito-18novembre2021.pdf,B.S.
MILANO VIA DEGLI IPPOCASTANI '6,AGGIUDICATA,75038.0,00652327,115000.0,231/21,esito-18novembre2021.pdf,A.S.F.N.
MILANO VIA UGO BETTI '6,AGGIUDICATA,119900.0,00680400,181000.0,232/21,esito-18novembre2021.pdf,W.X.
MILANO VIA FRANCESCO CILEA '16,AGGIUDICATA,73700.0,00720655,175350.0,233/21,esito-18novembre2021.pdf,G.A.A.A.S.
CORSICO VIA EUGENIO CURIEL '18,AGGIUDICATA,85624.0,00740804,141100.0,234/21,esito-18novembre2021.pdf,M.F.N.R.
CORSICO VIA EUGENIO CURIEL '40,AGGIUDICATA,84628.0,00741040,125790.0,235/21,esito-18novembre2021.pdf,A.M.S.G.
CORSICO VIALE ITALIA '30,AGGIUDICATA,66906.0,00741337,121150.0,236/21,esito-18novembre2021.pdf,F.A.K.B.W.
LEGNANO VIA BRENNERO '6,AGGIUDICATA,71400.0,02070124,71689.0,237/21,esito-18novembre2021.pdf,B.A.
MILANO VIA DELLE GENZIANE '3,AGGIUDICATA,78789.0,09010107,188830.0,238/21,esito-18novembre2021.pdf,D.G.C.
PIEVE EMANUELE VIA GIOVANNI SEBASTIANO BACH '3,AGGIUDICATA,85800.0,09030252,90050.0,239/21,esito-18novembre2021.pdf,O.M.
PIEVE EMANUELE VIA GIOACCHINO ROSSINI '14,AGGIUDICATA,96525.0,09030456,105330.0,240/21,esito-18novembre2021.pdf,R.F.Z.R.
70592112 MILANO VIA BELTRAME CRISTIANI '15,AGGIUDICATA,192231.0,70590112,340700.0,241/21,esito-18novembre2021.pdf,P.V.
MILANO VIA JAN SIBELIUS '6,AGGIUDICATA,139536.0,70590330,260700.0,242/21,esito-18novembre2021.pdf,R.C.
MILANO VIA VAL LAGARINA '91,AGGIUDICATA,125063.0,96120330,155100.0,243/21,esito-18novembre2021.pdf,M.I.M.A.
MILANO VIA GIOVANNI PASCOLI '2,AGGIUDICATA,98192.0,00160077,224100.0,116/18,esito-28giugno18.pdf,M.M.
MILANO VIA GIOVANNI PASCOLI '4,AGGIUDICATA,62016.0,00160122,161800.0,117/18,esito-28giugno18.pdf,Q.A.E.
MILANO VIALE ARGONNE '35,AGGIUDICATA,68734.0,00310375,151000.0,118/18,esito-28giugno18.pdf,D.L.
MILANO PIAZZALE SELINUNTE '11,AGGIUDICATA,61798.0,00390211,106000.0,119/18,esito-28giugno18.pdf,W.S.K.G.
MILANO VIA ORBETELLO '2,AGGIUDICATA,61440.0,00500155,75000.0,120/18,esito-28giugno18.pdf,W.B.
MILANO VIA ORBETELLO '4,AGGIUDICATA,78720.0,00500248,102689.0,121/18,esito-28giugno18.pdf,W.J.
MILANO VIA TEANO '36 A,AGGIUDICATA,85680.0,00510298,115000.0,122/18,esito-28giugno18.pdf,X.C.
MILANO VIA TEANO '36 B,AGGIUDICATA,93744.0,00510323,155360.0,123/18,esito-28giugno18.pdf,H.Y.
MILANO VIA VAL SABBIA '6,AGGIUDICATA,72828.0,00510398,100525.0,124/18,esito-28giugno18.pdf,W.F.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4,AGGIUDICATA,64512.0,00510956,83000.0,125/18,esito-28giugno18.pdf,K.M.
MILANO VIALE UNGHERIA '48,AGGIUDICATA,57970.0,00550911,85000.0,126/18,esito-28giugno18.pdf,S.M.A.E.
MILANO VIALE UNGHERIA '4,AGGIUDICATA,66385.0,00551562,95000.0,127/18,esito-28giugno18.pdf,F.M.S.M.
MILANO VIA DEGLI ONTANI '48,AGGIUDICATA,85888.0,00650287,86200.0,128/18,esito-28giugno18.pdf,C.A.R.K.
MILANO VIA DEI SALICI '55,AGGIUDICATA,64416.0,00650475,64520.0,129/18,esito-28giugno18.pdf,R.S.
MILANO VIA DEI SALICI '8,AGGIUDICATA,81984.0,00651910,83000.0,130/18,esito-28giugno18.pdf,H.J.X.
MILANO VIA DEI SALICI '10,AGGIUDICATA,82960.0,00652214,85623.0,131/18,esito-28giugno18.pdf,C.A.
00668054 MILANO VIA MICHELE SAPONARO '20,AGGIUDICATA,108434.0,00666239,145000.0,132/18,esito-28giugno18.pdf,G.M.
00668117 MILANO VIA MICHELE SAPONARO '24,AGGIUDICATA,104996.0,00666409,112080.0,133/18,esito-28giugno18.pdf,J.X.
ROZZANO VIA BETULLE '4,ASTA DESERTA,100192.0,00672685,0.0,134/18,esito-28giugno18.pdf,
ROZZANO VIA LILLA' '3,ASTA DESERTA,84320.0,00673863,0.0,135/18,esito-28giugno18.pdf,
ROZZANO VIA BIANCOSPINI '14,ASTA DESERTA,67456.0,00676540,0.0,136/18,esito-28giugno18.pdf,
MILANO VIA ALESSANDRO LITTA MODIGNANI '113,AGGIUDICATA,82896.0,00690133,90500.0,137/18,esito-28giugno18.pdf,C.P.D.P.
MILANO VIA ALESSANDRO LITTA MODIGNANI '107,AGGIUDICATA,88679.0,00690398,100200.0,138/18,esito-28giugno18.pdf,X.X.
MILANO VIA ARTURO GRAF '38,AGGIUDICATA,68486.0,00700291,102360.0,139/18,esito-28giugno18.pdf,S.A.Y.F.
MILANO VIA FILIPPO DE PISIS '29,AGGIUDICATA,67651.0,00700816,72000.0,140/18,esito-28giugno18.pdf,Z.S.
MILANO VIA APPENNINI '37,AGGIUDICATA,58752.0,00721964,110990.0,141/18,esito-28giugno18.pdf,H.X.
MILANO VIA FRANCESCO CILEA '126,AGGIUDICATA,87210.0,00722316,148901.0,142/18,esito-28giugno18.pdf,W.F.
CORSICO VIA EUGENIO CURIEL '25,ASTA DESERTA,56058.0,00740316,0.0,143/18,esito-28giugno18.pdf,
00758053 MILANO VIA AGOSTINO DE PRETIS '57,AGGIUDICATA,82964.0,00750663,91000.0,144/18,esito-28giugno18.pdf,S.F.
SESTO SAN GIOVANNI VIA GIUSEPPE ROVANI '309,AGGIUDICATA,66402.0,02020142,91000.0,145/18,esito-28giugno18.pdf,C.G.L.M.
SESTO SAN GIOVANNI VIA CATANIA '40,ASTA DESERTA,81328.0,03170035,0.0,146/18,esito-28giugno18.pdf,
SESTO SAN GIOVANNI VIA CATANIA '50 A,ASTA DESERTA,81328.0,03170039,0.0,147/18,esito-28giugno18.pdf,
SESTO SAN GIOVANNI VIA CATANIA '50 B,ASTA DESERTA,81328.0,03170054,0.0,148/18,esito-28giugno18.pdf,
MILANO VIA LONGARONE '16,AGGIUDICATA,93636.0,70030144,98889.0,149/18,esito-28giugno18.pdf,C.Y.
SESTO SAN GIOVANNI VIA FORLI' '74,ASTA DESERTA,53703.0,70160064,0.0,150/18,esito-28giugno18.pdf,
GORGONZOLA VIA DEL PARCO '15 A,ASTA DESERTA,123008.0,70180001,0.0,151/18,esito-28giugno18.pdf,
GORGONZOLA VIA DEL PARCO '15 B,ASTA DESERTA,122016.0,70180005,0.0,152/18,esito-28giugno18.pdf,
70592846 MILANO VIA RAFFAELLO GIOLLI '24,AGGIUDICATA,145585.0,70590846,210110.0,153/18,esito-28giugno18.pdf,F.Y.
MILANO VIA CAMILLO GIUSSANI '29,AGGIUDICATA,129571.0,71020260,158000.0,154/18,esito-28giugno18.pdf,V.A.
71025659 MILANO VIA PATERNO' '14,AGGIUDICATA,121143.0,71020859,151000.0,155/18,esito-28giugno18.pdf,S.F.
71025992 MILANO VIA PATERNO' '10,AGGIUDICATA,144076.0,71021192,176100.0,156/18,esito-28giugno18.pdf,F.D.
LOCATE DI TRIULZI VIA GIUSEPPE DI VITTORIO '19.H,AGGIUDICATA,84211.0,71190070,84500.0,157/18,esito-28giugno18.pdf,C.S.Y.
MILANO VIA VAL MALENCO '2,ASTA DESERTA,86864.0,95990102,0.0,158/18,esito-28giugno18.pdf,
MILANO VIA VAL LAGARINA '87,ASTA DESERTA,114192.0,96120344,0.0,159/18,esito-28giugno18.pdf,
MILANO VIA GIOVANNI PASCOLI '2,AGGIUDICATA,72520.0,00160065,192000.0,001/21,esito-18febbraio2021.pdf,L.X.
MILANO VIA DALMAZIO BIRAGO '4,AGGIUDICATA,94905.0,00410151,223110.0,002/21,esito-18febbraio2021.pdf,C.M.W.
MILANO VIA ILLIRICO '1,AGGIUDICATA,77330.0,00410429,150216.0,003/21,esito-18febbraio2021.pdf,C.A.-.A.
MILANO VIA ORESTE SALOMONE '91 A,AGGIUDICATA,78100.0,00551114,116500.0,004/21,esito-18febbraio2021.pdf,R.L.M.K.
MILANO VIA ORESTE SALOMONE '91 B,AGGIUDICATA,96800.0,00551216,182000.0,005/21,esito-18febbraio2021.pdf,H.M.F.M.
MILANO VIALE UNGHERIA '2,AGGIUDICATA,73700.0,00551341,130000.0,006/21,esito-18febbraio2021.pdf,R.A.R.M.
MILANO VIA DEGLI ONTANI '30,AGGIUDICATA,82748.0,00650070,120100.0,007/21,esito-18febbraio2021.pdf,E.A.S.K.
MILANO VIA ALESSANDRO LITTA MODIGNANI '109,AGGIUDICATA,96075.0,00690462,142560.0,008/21,esito-18febbraio2021.pdf,R.R.J.-.R.E.R.
MILANO VIA ARTURO GRAF '24,AGGIUDICATA,66150.0,00700103,102999.0,009/21,esito-18febbraio2021.pdf,Z.A.
MILANO VIA ARTURO GRAF '32,AGGIUDICATA,64260.0,00700232,96100.0,010/21,esito-18febbraio2021.pdf,S.J.
MILANO VIA ARTURO GRAF '36,AGGIUDICATA,66150.0,00700263,91200.0,011/21,esito-18febbraio2021.pdf,F.C.
MILANO VIA ARTURO GRAF '44,AGGIUDICATA,66150.0,00700410,128100.0,012/21,esito-18febbraio2021.pdf,D.T.
MILANO VIA ARTURO GRAF '60,AGGIUDICATA,79380.0,00700528,125050.0,013/21,esito-18febbraio2021.pdf,S.N.N.B.M.
MILANO VIA APPENNINI '1,AGGIUDICATA,94600.0,00720276,150020.0,014/21,esito-18febbraio2021.pdf,L.F.
MILANO VIA ENRICO FALCK '41,AGGIUDICATA,99000.0,00720379,168181.8,015/21,esito-18febbraio2021.pdf,J.T.
MILANO VIA FRANCESCO CILEA '44,AGGIUDICATA,95700.0,00720960,178888.8,016/21,esito-18febbraio2021.pdf,B.J.
MILANO VIA APPENNINI '43,AGGIUDICATA,97900.0,00721906,195000.0,017/21,esito-18febbraio2021.pdf,Z.B.
MILANO VIA FRANCESCO CILEA '154,AGGIUDICATA,83600.0,00722135,132200.0,018/21,esito-18febbraio2021.pdf,F.D.M.
MILANO VIA ENRICO DE NICOLA '24,AGGIUDICATA,121958.0,00750035,163000.0,019/21,esito-18febbraio2021.pdf,A.I.F.D.N.
MILANO VIA AGOSTINO DE PRETIS '105,AGGIUDICATA,76073.0,00750428,116600.0,020/21,esito-18febbraio2021.pdf,H.S.
MILANO VIA ENRICO DE NICOLA '14,AGGIUDICATA,74865.0,00750895,95000.0,021/21,esito-18febbraio2021.pdf,K.E.
MILANO VIA AGOSTINO DE PRETIS '29,AGGIUDICATA,103845.0,00751285,150578.0,022/21,esito-18febbraio2021.pdf,L.S.
MILANO VIA AGOSTINO DE PRETIS '41,AGGIUDICATA,125580.0,00751377,161500.0,023/21,esito-18febbraio2021.pdf,T.H.W.M.
LEGNANO VIA BRENNERO '6,AGGIUDICATA,33915.0,02070157,34000.0,024/21,esito-18febbraio2021.pdf,R.M.A.A.
CASSANO D'ADDA VIA LEONARDO DA VINCI '37,AGGIUDICATA,51408.0,05450186,52110.0,025/21,esito-18febbraio2021.pdf,C.X.
ABBIATEGRASSO VIA GINIBISSA '53,AGGIUDICATA,69020.0,70190005,83450.0,026/21,esito-18febbraio2021.pdf,H.A.
PADERNO DUGNANO VIA AURORA '12,ASTA DESERTA,96600.0,70410100,0.0,027/21,esito-18febbraio2021.pdf,
MILANO VIA CAMILLO GIUSSANI '17,AGGIUDICATA,131100.0,71020158,185000.0,028/21,esito-18febbraio2021.pdf,S.R.D.B.
71025205 MILANO VIA CAMILLO GIUSSANI '23,AGGIUDICATA,167661.0,71020205,226000.0,029/21,esito-18febbraio2021.pdf,M.H.S.H.
MILANO VIA GIOVANNI PASCOLI '2,AGGIUDICATA,88704.0,00160086,156730.0,269/16,esito-06ottobre16.pdf,F.S.
MILANO VIA GIOVANNI PASCOLI '4,AGGIUDICATA,103488.0,00160120,180520.0,270/16,esito-06ottobre16.pdf,P.R.
MILANO VIALE TIBALDI '66,AGGIUDICATA,61402.0,00250039,91110.0,271/16,esito-06ottobre16.pdf,C.F.
MILANO VIALE TIBALDI '70,AGGIUDICATA,61402.0,00250163,88666.0,272/16,esito-06ottobre16.pdf,G.S.A.E.
MILANO VIALE TIBALDI '74 A,AGGIUDICATA,130291.0,00251120,239700.0,273/16,esito-06ottobre16.pdf,B.G.M.
MILANO VIALE TIBALDI '74 B,AGGIUDICATA,106330.0,00251167,201099.9,274/16,esito-06ottobre16.pdf,B.M.
MILANO VIA GIOSUE' BORSI '18,AGGIUDICATA,116006.0,00300922,230410.0,275/16,esito-06ottobre16.pdf,G.A.
MILANO VIA ILLIRICO '3 A,AGGIUDICATA,64638.0,00410517,85760.0,276/16,esito-06ottobre16.pdf,F.E.
MILANO VIA ILLIRICO '3 B,AGGIUDICATA,76608.0,00410605,93688.0,277/16,esito-06ottobre16.pdf,P.G.L.
MILANO VIA ORBETELLO '4,ASTA DESERTA,68486.0,00500272,0.0,278/16,esito-06ottobre16.pdf,
MILANO VIALE UNGHERIA '21.2 A,AGGIUDICATA,65208.0,00550016,81300.0,279/16,esito-06ottobre16.pdf,M.A.
MILANO VIALE UNGHERIA '21.2 B,AGGIUDICATA,52338.0,00550038,55750.0,280/16,esito-06ottobre16.pdf,F.M.
MILANO VIALE UNGHERIA '21.2 C,AGGIUDICATA,53196.0,00550083,58150.0,281/16,esito-06ottobre16.pdf,M.A.
MILANO VIALE UNGHERIA '21.2 D,AGGIUDICATA,53082.0,00550097,60100.0,282/16,esito-06ottobre16.pdf,S.N.
MILANO VIALE UNGHERIA '21.4 A,AGGIUDICATA,63492.0,00550239,103850.0,283/16,esito-06ottobre16.pdf,C.M.
MILANO VIALE UNGHERIA '21.4 B,AGGIUDICATA,53196.0,00550279,65500.0,284/16,esito-06ottobre16.pdf,A.G.
MILANO VIALE UNGHERIA '46 A,AGGIUDICATA,65208.0,00550718,70000.0,285/16,esito-06ottobre16.pdf,K.Y.
MILANO VIALE UNGHERIA '46 B,AGGIUDICATA,48906.0,00550760,57500.0,286/16,esito-06ottobre16.pdf,A.M.T.
MILANO VIALE UNGHERIA '46 C,AGGIUDICATA,50622.0,00550886,56000.0,287/16,esito-06ottobre16.pdf,C.A.
MILANO VIALE UNGHERIA '2 A,AGGIUDICATA,80538.0,00551366,84320.0,288/16,esito-06ottobre16.pdf,G.M.-.C.C.
MILANO VIALE UNGHERIA '2 B,AGGIUDICATA,66810.0,00551387,71811.0,289/16,esito-06ottobre16.pdf,I.S.
MILANO VIALE UNGHERIA '4 A,ASTA DESERTA,97011.0,00551507,0.0,290/16,esito-06ottobre16.pdf,
MILANO VIALE UNGHERIA '4 B,AGGIUDICATA,58573.0,00551565,62200.0,291/16,esito-06ottobre16.pdf,K.O.
MILANO VIALE UNGHERIA '4 C,AGGIUDICATA,63149.0,00551567,67020.0,292/16,esito-06ottobre16.pdf,D.L.
MILANO VIALE UNGHERIA '4 D,AGGIUDICATA,92435.0,00551581,102520.0,293/16,esito-06ottobre16.pdf,M.P.I.
MILANO VIA ROMUALDO BONFADINI '98 A,AGGIUDICATA,54912.0,00551850,65100.0,294/16,esito-06ottobre16.pdf,G.P.
MILANO VIA ROMUALDO BONFADINI '98 B,AGGIUDICATA,48048.0,00553235,57000.0,295/16,esito-06ottobre16.pdf,S.M.
MILANO VIA GIUSEPPE CAROZZI '5,AGGIUDICATA,83866.0,00580801,125200.0,296/16,esito-06ottobre16.pdf,N.L.
MILANO VIA DEGLI IPPOCASTANI '4,AGGIUDICATA,80640.0,00652354,85000.0,297/16,esito-06ottobre16.pdf,S.M.-.H.
00668165 MILANO VIA MICHELE SAPONARO '24,AGGIUDICATA,105944.0,00666422,121000.0,298/16,esito-06ottobre16.pdf,M.H.-.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '91,AGGIUDICATA,60760.0,00690059,70000.0,299/16,esito-06ottobre16.pdf,Y.A.-.M.
MILANO VIA ALESSANDRO LITTA MODIGNANI '113,AGGIUDICATA,73780.0,00690137,77000.0,300/16,esito-06ottobre16.pdf,G.R.
MILANO VIA ALESSANDRO LITTA MODIGNANI '103,AGGIUDICATA,76384.0,00690341,90050.0,301/16,esito-06ottobre16.pdf,C.F.
MILANO VIA ALESSANDRO LITTA MODIGNANI '115,AGGIUDICATA,64170.0,00690515,77032.0,302/16,esito-06ottobre16.pdf,B.O.
MILANO VIA FILIPPO DE PISIS '19,AGGIUDICATA,55900.0,00700664,55930.0,303/16,esito-06ottobre16.pdf,R.V.E.
MILANO VIA FILIPPO DE PISIS '41,AGGIUDICATA,55112.0,00700918,61240.0,304/16,esito-06ottobre16.pdf,L.A.
MILANO VIA FILIPPO DE PISIS '53 A,AGGIUDICATA,61074.0,00701055,0.0,305/16,esito-06ottobre16.pdf,N.O.
MILANO VIA FILIPPO DE PISIS '53 B,AGGIUDICATA,65348.0,00701058,67350.0,306/16,esito-06ottobre16.pdf,D.R.
MILANO VIA FRANCESCO CILEA '44,AGGIUDICATA,97440.0,00720955,140000.0,307/16,esito-06ottobre16.pdf,G.S.
MILANO VIA FRANCESCO CILEA '36,AGGIUDICATA,96512.0,00721153,132790.0,308/16,esito-06ottobre16.pdf,L.T.
MILANO VIA APPENNINI '51,AGGIUDICATA,64032.0,00722060,105100.0,309/16,esito-06ottobre16.pdf,C.G.
MILANO VIA AGOSTINO DE PRETIS '97,AGGIUDICATA,99680.0,00750356,100000.0,310/16,esito-06ottobre16.pdf,F.S.-.M.
SESTO SAN GIOVANNI VIA FRATELLI BANDIERA '194,ASTA DESERTA,60180.0,02020206,0.0,311/16,esito-06ottobre16.pdf,
GORGONZOLA VIA DEI TIGLI '12 A,AGGIUDICATA,98010.0,70180021,106000.0,312/16,esito-06ottobre16.pdf,M.L.
GORGONZOLA VIA DEI TIGLI '12 B,ASTA DESERTA,74088.0,70180038,0.0,313/16,esito-06ottobre16.pdf,
70592084 MILANO VIA BELTRAME CRISTIANI '13 A,ASTA DESERTA,160659.0,70590084,0.0,314/16,esito-06ottobre16.pdf,
70592096 MILANO VIA BELTRAME CRISTIANI '13 B,AGGIUDICATA,160659.0,70590096,200100.0,315/16,esito-06ottobre16.pdf,M.F.
70592621 MILANO VIA RAFFAELLO GIOLLI '13,AGGIUDICATA,121428.0,70590962,160999.9,316/16,esito-06ottobre16.pdf,W.Q.
71026016 MILANO VIA PATERNO' '11,AGGIUDICATA,119759.0,71021216,142000.0,317/16,esito-06ottobre16.pdf,P.R.
CINISELLO BALSAMO VIA XXV APRILE '235,ASTA DESERTA,62400.0,95340012,0.0,318/16,esito-06ottobre16.pdf,
MILANO VIA GIOVANNI PASCOLI '4,AGGIUDICATA,62928.0,00160129,154200.0,077/18,esito-24maggio18.pdf,S.M.-.S.E.
MILANO VIA ERCOLE FERRARIO '7,AGGIUDICATA,203148.0,00220175,407980.0,078/18,esito-24maggio18.pdf,B.B.
MILANO VIA JACOPINO DA TRADATE '8,AGGIUDICATA,69120.0,00230469,92810.0,079/18,esito-24maggio18.pdf,O.E.
MILANO VIALE TIBALDI '70,AGGIUDICATA,113179.0,00250203,221777.0,080/18,esito-24maggio18.pdf,D.C.G.
MILANO VIA GIACINTO GIGANTE '3,AGGIUDICATA,39168.0,00342506,45300.0,081/18,esito-24maggio18.pdf,E.D.S.G.
MILANO VIALE OMERO '17 A,ASTA DESERTA,57344.0,00470383,0.0,082/18,esito-24maggio18.pdf,
MILANO VIALE OMERO '17 B,AGGIUDICATA,51200.0,00470409,73300.0,083/18,esito-24maggio18.pdf,S.F.K.H.
MILANO VIA MEDEGHINO '24,AGGIUDICATA,85952.0,00480120,130350.0,084/18,esito-24maggio18.pdf,Z.Y.
MILANO VIA ORBETELLO '4,AGGIUDICATA,60480.0,00500239,61100.0,085/18,esito-24maggio18.pdf,M.F.M.
MILANO VIA TEANO '21,AGGIUDICATA,86688.0,00510223,108000.0,086/18,esito-24maggio18.pdf,J.J.
MILANO VIA VAL SABBIA '6,AGGIUDICATA,64512.0,00510373,91120.0,087/18,esito-24maggio18.pdf,S.A.G.
MILANO PIAZZA CARDINALE PIETRO GASPARRI '4,AGGIUDICATA,62496.0,00510867,70198.0,088/18,esito-24maggio18.pdf,L.S.
MILANO VIA COMASINA '57,AGGIUDICATA,94752.0,00511208,158006.0,089/18,esito-24maggio18.pdf,X.B.
MILANO VIALE UNGHERIA '2,AGGIUDICATA,78320.0,00551399,123100.0,090/18,esito-24maggio18.pdf,Z.L.
MILANO VIA DEGLI ABETI '24,AGGIUDICATA,60782.0,00651476,71500.0,091/18,esito-24maggio18.pdf,P.A.
MILANO VIA DEI LARICI '4,ASTA DESERTA,56133.0,00651502,0.0,092/18,esito-24maggio18.pdf,
MILANO VIA DEI LARICI '32,AGGIUDICATA,73994.0,00651600,80200.0,093/18,esito-24maggio18.pdf,V.O.M.E.
MILANO VIA DEI SALICI '10,ASTA DESERTA,94802.0,00652213,0.0,094/18,esito-24maggio18.pdf,
MILANO VIA COSTANTINO BARONI '252,AGGIUDICATA,64288.0,00663516,91080.0,095/18,esito-24maggio18.pdf,D.W.
MILANO VIA COSTANTINO BARONI '128,AGGIUDICATA,49392.0,00665173,58000.0,096/18,esito-24maggio18.pdf,L.Y.M.
MILANO VIA UGO BETTI '44,AGGIUDICATA,69984.0,00680666,140100.0,097/18,esito-24maggio18.pdf,A.S.
MILANO VIA ARTURO GRAF '20,ASTA DESERTA,60134.0,00700075,0.0,098/18,esito-24maggio18.pdf,
MILANO VIA FILIPPO DE PISIS '11,AGGIUDICATA,59299.0,00700613,92000.0,099/18,esito-24maggio18.pdf,X.X.
MILANO VIA FRANCESCO CILEA '24,AGGIUDICATA,79866.0,00720710,136088.0,100/18,esito-24maggio18.pdf,Z.Y.
CORSICO VIA EUGENIO CURIEL '35,AGGIUDICATA,67968.0,00740404,75100.0,101/18,esito-24maggio18.pdf,R.F.G.N.
CORSICO VIA EUGENIO CURIEL '41,AGGIUDICATA,67968.0,00740544,86000.0,102/18,esito-24maggio18.pdf,N.G.A.M.
MILANO VIA AGOSTINO DE PRETIS '1,AGGIUDICATA,112975.0,00750201,142000.0,103/18,esito-24maggio18.pdf,S.A.-.S.R.
MILANO VIA AGOSTINO DE PRETIS '93,AGGIUDICATA,71568.0,00750330,88350.0,104/18,esito-24maggio18.pdf,S.A.A.
MILANO VIA AGOSTINO DE PRETIS '101,AGGIUDICATA,63389.0,00750395,65570.0,105/18,esito-24maggio18.pdf,M.S.
MILANO VIA AGOSTINO DE PRETIS '73,AGGIUDICATA,64282.0,00751063,70282.6,106/18,esito-24maggio18.pdf,D.L.C.Q.E.K.
COLOGNO MONZESE VIALE LIGURIA '52 A,AGGIUDICATA,69312.0,03180014,73010.0,107/18,esito-24maggio18.pdf,E.E.
COLOGNO MONZESE VIALE LIGURIA '52 B,AGGIUDICATA,70771.0,03180030,0.0,108/18,esito-24maggio18.pdf,N.O.
MILANO VIA LONGARONE '16 A,ASTA DESERTA,120048.0,70030111,0.0,109/18,esito-24maggio18.pdf,
MILANO VIA LONGARONE '16 B,AGGIUDICATA,122976.0,70030126,125800.0,110/18,esito-24maggio18.pdf,H.R.
70592270 MILANO VIA ANTONIO LISSONI '9,AGGIUDICATA,142856.0,70590270,243200.0,111/18,esito-24maggio18.pdf,S.A.
MILANO VIA JAN SIBELIUS '12,AGGIUDICATA,130872.0,70590692,220910.0,112/18,esito-24maggio18.pdf,C.L.
